COD OFICINA,ACTUAL COD REGION COMERCIAL,NUEVO COD REGION COMERCIAL,ACTUAL COD ZONA COMERCIAL,NUEVO COD ZONA COMERCIAL,ACTUAL NOMBRE REGION COMERCIAL,NUEVO NOMBRE REGION COMERCIAL,ACTUAL NOMBRE ZONA COMERCIAL,NUEVO NOMBRE ZONA COMERCIAL,Actual Nombre oficina,NUEVO NOMBRE OFICINA,NOMBRE GERENCIA/AREA,NOMBRE DISTRITO ACTUAL,NOMBRE NUEVO DISTRITO,ID ZONA,ID ZONA PADRE ACTUAL,ID ZONA PADRE MOVIMIENTO,NOMBRE OFICINA,ID ZONA,NOMBRE ACTUAL ZONA,NOMBRE ZONA NUEVO,ACTUAL NOMBRE DISTRITO,NUEVO  NOMBRE DISTRITO,ID ZONA,NOMBRE DIRECCION ACTUAL,NOMBRE NUEVA DIRECCION 
0438,06,-,003,002,NORORIENTE          ,DIRECCION CARIBE,CORDOBA-SUCRE       ,GZ CORDOBA Y SUCRE,MONTERIA            ,-,,-,Distrito Monteria,,,,MONTERIA            ,,CORDOBA-SUCRE       ,GZ CORDOBA Y SUCRE,,Distrito Monteria,,,
0442,08,-,004,002,CENTRAL             ,DIRECCION CENTRAL, HUILA               ,GZ HUILA,NEIVA               ,-,,-,Distrito Neiva,,,,NEIVA               ,, HUILA               ,GZ HUILA,,Distrito Neiva,,,
0444,08,42,006,001,CENTRAL             ,DIRECCION CAPITAL, SABANA              ,GZ DISTRITOS BTA 1,CAJICA              ,-,,-,Distrito BTA 1,,,,CAJICA              ,, SABANA              ,GZ DISTRITOS BTA 1,,Distrito BTA 1,,,
0445,42,07,040,001,DIRECCION DISTRITOS ,DIRECCION OCCIDENTE, G.DISTRITO CALI 2   ,GZ DISTRITOS CALI,IMBANACO            ,-,,Gcia. Distrito Cali 2,Distrito Cali 2,2987,2964,2964,IMBANACO            ,2962, G.DISTRITO CALI 2   ,GZ DISTRITOS CALI,,Distrito Cali 2,,,
0446,06,41,006,010,NORORIENTE          ,DIRECCION ORIENTE, NTE SANTAND ARAUCA  ,GZ NORTE DE SANTANDER Y ARAUCA,OCANA               ,-,,-,-,,,,OCANA               ,, NTE SANTAND ARAUCA  ,GZ NORTE DE SANTANDER Y ARAUCA,,-,,,
0447,42,-,018,002,DIRECCION DISTRITOS ,DIRECCION CAPITAL, GCIA DISTRITO BTA 18,GZ DISTRITOS BTA 2,LUCERO              ,-,,Gcia. Distrito Bogotá 18,Distrito BTA 15,2703,2691,2757,LUCERO              ,2684, GCIA DISTRITO BTA 18,GZ DISTRITOS BTA 2,,Distrito BTA 15,,,
0450,42,-,018,002,DIRECCION DISTRITOS ,DIRECCION CAPITAL,GCIA DISTRITO BTA 18,GZ DISTRITOS BTA 2,CANDELARIA LA NUEVA ,-,,Gcia. Distrito Bogotá 18,Distrito BTA 15,2704,2691,2757,CANDELARIA LA NUEVA ,2684,GCIA DISTRITO BTA 18,GZ DISTRITOS BTA 2,,Distrito BTA 15,,,
0452,42,04,052,001,DIRECCION DISTRITOS ,DIRECCION ANTIOQUIA Y EJE,G.DISTRITO MDLLIN 6 ,GZ DISTRITOS VALLE DE ABURRA,CTRO CIAL EL TESORO ,-,,Gcia. Distrito Medellín 6,Distrito Medellin 4,3047,3013,3011,CTRO CIAL EL TESORO ,3007,G.DISTRITO MDLLIN 6 ,GZ DISTRITOS VALLE DE ABURRA,,Distrito Medellin 4,,,
0454,42,07,042,004,DIRECCION DISTRITOS ,DIRECCION OCCIDENTE, G.DISTRITO CALI 4   ,GZ VALLE DEL CAUCA,UNICENTRO PALMIRA   ,-,,Gcia. Distrito Cali 4,Distrito Palmira y Candelaria,2987,2964,,UNICENTRO PALMIRA   ,2962, G.DISTRITO CALI 4   ,GZ VALLE DEL CAUCA,,Distrito Palmira y Candelaria,,,
0458,42,07,042,004,DIRECCION DISTRITOS ,DIRECCION OCCIDENTE, G.DISTRITO CALI 4   ,GZ VALLE DEL CAUCA,PALMIRA             ,-,,Gcia. Distrito Cali 4,Distrito Palmira y Candelaria,500,2966,,PALMIRA             ,2962, G.DISTRITO CALI 4   ,GZ VALLE DEL CAUCA,,Distrito Palmira y Candelaria,,,
0459,42,07,040,001,DIRECCION DISTRITOS ,DIRECCION OCCIDENTE, G.DISTRITO CALI 2   ,GZ DISTRITOS CALI,PASO ANCHO          ,-,,Gcia. Distrito Cali 2,Distrito Cali 1,2978,2963,2516,PASO ANCHO          ,2962, G.DISTRITO CALI 2   ,GZ DISTRITOS CALI,,Distrito Cali 1,,,
0462,06,41,006,010,NORORIENTE          ,DIRECCION ORIENTE, NTE SANTAND ARAUCA  ,GZ NORTE DE SANTANDER Y ARAUCA,PAMPLONA            ,-,,-,-,,,,PAMPLONA            ,, NTE SANTAND ARAUCA  ,GZ NORTE DE SANTANDER Y ARAUCA,,-,,,
0463,04,-,002,005,ANT-OCC-TOLIMA      ,DIRECCION ANTIOQUIA Y EJE, MUNICIPIOS ANTIOQUIA,GZ VALLE DE SAN NICOLAS Y CHOCO,MARINILLA           ,-,,-,Distrito Valle de San Nicolas,,,,MARINILLA           ,, MUNICIPIOS ANTIOQUIA,GZ VALLE DE SAN NICOLAS Y CHOCO,,Distrito Valle de San Nicolas,,,
0465,04,-,005,002,ANT-OCC-TOLIMA      ,DIRECCION ANTIOQUIA Y EJE,RISARALDA-CALDAS    ,GZ EJE CAFETERO,PARQUE OLAYA        ,-,,-,Distrito Pereira,,,,PARQUE OLAYA        ,,RISARALDA-CALDAS    ,GZ EJE CAFETERO,,Distrito Pereira,,,
0466,04,07,003,002,ANT-OCC-TOLIMA      ,DIRECCION OCCIDENTE, NARINO CAUCA        ,GZ NARINO Y CAUCA,PASTO               ,-,,-,Distrito Pasto,,,,PASTO               ,, NARINO CAUCA        ,GZ NARINO Y CAUCA,,Distrito Pasto,,,
0468,04,-,005,002,ANT-OCC-TOLIMA      ,DIRECCION ANTIOQUIA Y EJE, RISARALDA-CALDAS    ,GZ EJE CAFETERO,PEREIRA             ,-,,-,Distrito Pereira,,,,PEREIRA             ,, RISARALDA-CALDAS    ,GZ EJE CAFETERO,,Distrito Pereira,,,
0469,06,41,004,008,NORORIENTE          ,DIRECCION ORIENTE, MAGDALENA MEDIO     ,GZ BUCARAMANGA,PIEDECUESTA         ,-,,-,Distrito B/manga 1,,,,PIEDECUESTA         ,, MAGDALENA MEDIO     ,GZ BUCARAMANGA,,Distrito B/manga 1,,,
0470,42,07,039,001,DIRECCION DISTRITOS ,DIRECCION OCCIDENTE, G.DISTRITO CALI 1   ,GZ DISTRITOS CALI,JAMUNDI             ,-,,Gcia. Distrito Cali 1,Distrito Cali 1,2972,2962,2963,JAMUNDI             ,2962, G.DISTRITO CALI 1   ,GZ DISTRITOS CALI,,Distrito Cali 1,,,
0471,06,-,005,001,NORORIENTE          ,DIRECCION CARIBE, MAGDALENA-GUAJIRA   ,GZ CESAR MAGDALENA Y GUAJIRA,PIVIJAY             ,-,,-,-,,,,PIVIJAY             ,, MAGDALENA-GUAJIRA   ,GZ CESAR MAGDALENA Y GUAJIRA,,-,,,
0474,04,08,006,-,ANT-OCC-TOLIMA      ,DIRECCION CENTRAL, TOLIMA              ,GZ TOLIMA,PIEDRAPINTADA       ,-,,-,Distrito Ibague,,,,PIEDRAPINTADA       ,, TOLIMA              ,GZ TOLIMA,,Distrito Ibague,,,
0475,42,07,044,001,DIRECCION DISTRITOS ,DIRECCION OCCIDENTE, G.DISTRITO CALI 6   ,GZ DISTRITOS CALI,VILLA COLOMBIA CALI ,-,,Gcia. Distrito Cali 6,Distrito Cali 6,2982,2968,2968,VILLA COLOMBIA CALI ,2962, G.DISTRITO CALI 6   ,GZ DISTRITOS CALI,,Distrito Cali 6,,,
0476,42,04,049,001,DIRECCION DISTRITOS ,DIRECCION ANTIOQUIA Y EJE, G.DISTRITO MDLLIN 3 ,GZ DISTRITOS VALLE DE ABURRA,BELEN               ,-,,Gcia. Distrito Medellín 3,Distrito Medellin 5,3027,3009,3012,BELEN               ,3007, G.DISTRITO MDLLIN 3 ,GZ DISTRITOS VALLE DE ABURRA,,Distrito Medellin 5,,,
0478,04,-,007,003,ANT-OCC-TOLIMA      ,DIRECCION ANTIOQUIA Y EJE, URABA-MPIOS ANTIOQ  ,GZ MUNICIPOS DE ANTIOQUIA,CAREPA              ,-,,-,Distrito Uraba,,,,CAREPA              ,, URABA-MPIOS ANTIOQ  ,GZ MUNICIPOS DE ANTIOQUIA,,Distrito Uraba,,,
0484,42,07,044,001,DIRECCION DISTRITOS ,DIRECCION OCCIDENTE, G.DISTRITO CALI 6   ,GZ DISTRITOS CALI,PLAZA DE CAYCEDO    ,-,,Gcia. Distrito Cali 6,Distrito Cali 3,2996,2967,2965,PLAZA DE CAYCEDO    ,2962, G.DISTRITO CALI 6   ,GZ DISTRITOS CALI,,Distrito Cali 3,,,
0486,42,07,039,001,DIRECCION DISTRITOS ,DIRECCION OCCIDENTE, G.DISTRITO CALI 1   ,GZ DISTRITOS CALI,UNICENTRO (CALI)    ,-,,Gcia. Distrito Cali 1,Distrito Cali 1,2973,2962,2963,UNICENTRO (CALI)    ,2962, G.DISTRITO CALI 1   ,GZ DISTRITOS CALI,,Distrito Cali 1,,,
0487,42,07,041,001,DIRECCION DISTRITOS ,DIRECCION OCCIDENTE, G.DISTRITO CALI 3   ,GZ DISTRITOS CALI,ALAMEDA   (CALI)    ,-,,Gcia. Distrito Cali 3,Distrito Cali 2,2989,2965,2964,ALAMEDA   (CALI)    ,2962, G.DISTRITO CALI 3   ,GZ DISTRITOS CALI,,Distrito Cali 2,,,
0488,42,07,041,001,DIRECCION DISTRITOS ,DIRECCION OCCIDENTE, G.DISTRITO CALI 3   ,GZ DISTRITOS CALI,CIUDAD CORDOBA      ,-,,Gcia. Distrito Cali 3,Distrito Cali 6,2983,2964,2968,CIUDAD CORDOBA      ,2962, G.DISTRITO CALI 3   ,GZ DISTRITOS CALI,,Distrito Cali 6,,,
0493,42,06,035,003,DIRECCION DISTRITOS ,DIRECCION CARIBE, G.DISTRITO BQUILLA 4,GZ DISTRITOS B/QUILLA C/GENA Y STA MTA,CTR CCIAL G PLZ SOL ,-,,Gcia. Distrito B/quilla 4,Distrito B/quilla 4,2941,2924,2924,CTR CCIAL G PLZ SOL ,2920, G.DISTRITO BQUILLA 4,GZ DISTRITOS B/QUILLA C/GENA Y STA MTA,,Distrito B/quilla 4,,,
0497,42,04,051,001,DIRECCION DISTRITOS ,DIRECCION ANTIOQUIA Y EJE,G.DISTRITO MDLLIN 5 ,GZ DISTRITOS VALLE DE ABURRA,OFICINA CALDAS      ,-,,Gcia. Distrito Medellín 5,Distrito Medellin 7,783,3012,3014,OFICINA CALDAS      ,3007,G.DISTRITO MDLLIN 5 ,GZ DISTRITOS VALLE DE ABURRA,,Distrito Medellin 7,,,
0500,42,-,009,001,DIRECCION DISTRITOS ,DIRECCION CAPITAL, GCIA DISTRITO BTA 9 ,GZ DISTRITOS BTA 1,CARRERA 11 CON 81   ,-,,Gcia. Distrito Bogotá 9,Distrito BTA 8,2825,2727,2795,CARRERA 11 CON 81   ,2726, GCIA DISTRITO BTA 9 ,GZ DISTRITOS BTA 1,,Distrito BTA 8,,,
0506,42,-,012,002,DIRECCION DISTRITOS ,DIRECCION CAPITAL, GCIA DISTRITO BTA 12,GZ DISTRITOS BTA 2,CITY U              ,-,,Gcia. Distrito Bogotá 12,Distrito BTA 11,2764,2744,2738,CITY U              ,2726, GCIA DISTRITO BTA 12,GZ DISTRITOS BTA 2,,Distrito BTA 11,,,
0510,42,04,048,001,DIRECCION DISTRITOS ,DIRECCION ANTIOQUIA Y EJE,G.DISTRITO MDLLIN 2 ,GZ DISTRITOS VALLE DE ABURRA,LAURELES            ,-,,Gcia. Distrito Medellín 2,Distrito Medellin 2,3022,3008,3009,LAURELES            ,3007,G.DISTRITO MDLLIN 2 ,GZ DISTRITOS VALLE DE ABURRA,,Distrito Medellin 2,,,
0513,06,41,004,009,NORORIENTE          ,DIRECCION ORIENTE, MAGDALENA MEDIO     ,GZ MAGDALENA MEDIO,PUERTO WILCHES      ,-,,-,-,,,,PUERTO WILCHES      ,, MAGDALENA MEDIO     ,GZ MAGDALENA MEDIO,,-,,,
0514,06,41,004,009,NORORIENTE          ,DIRECCION ORIENTE, MAGDALENA MEDIO     ,GZ MAGDALENA MEDIO,PUERTO BERRIO       ,-,,-,-,,,,PUERTO BERRIO       ,, MAGDALENA MEDIO     ,GZ MAGDALENA MEDIO,,-,,,
0516,06,41,006,010,NORORIENTE          ,DIRECCION ORIENTE, NTE SANTAND ARAUCA  ,GZ NORTE DE SANTANDER Y ARAUCA,LOS PATIOS N/SANTAND,-,,-,Distrito Cucuta 2,,,,LOS PATIOS N/SANTAND,, NTE SANTAND ARAUCA  ,GZ NORTE DE SANTANDER Y ARAUCA,,Distrito Cucuta 2,,,
0520,04,07,003,002,ANT-OCC-TOLIMA      ,DIRECCION OCCIDENTE, NARINO CAUCA        ,GZ NARINO Y CAUCA,POPAYAN             ,-,,-,Distrito Popayan,,,,POPAYAN             ,, NARINO CAUCA        ,GZ NARINO Y CAUCA,,Distrito Popayan,,,
0526,04,-,004,002,ANT-OCC-TOLIMA      ,DIRECCION ANTIOQUIA Y EJE, QUINDIO-CHOCO       ,GZ EJE CAFETERO,QUIMBAYA            ,-,,-,Distrito Armenia,,,,QUIMBAYA            ,, QUINDIO-CHOCO       ,GZ EJE CAFETERO,,Distrito Armenia,,,
0530,06,-,005,001,NORORIENTE          ,DIRECCION CARIBE, MAGDALENA-GUAJIRA   ,GZ CESAR MAGDALENA Y GUAJIRA,RIOHACHA            ,-,,-,-,,,,RIOHACHA            ,, MAGDALENA-GUAJIRA   ,GZ CESAR MAGDALENA Y GUAJIRA,,-,,,
0531,42,04,050,001,DIRECCION DISTRITOS ,DIRECCION ANTIOQUIA Y EJE, G.DISTRITO MDLLIN 4 ,GZ DISTRITOS VALLE DE ABURRA,SAN IGNACIO         ,-,,Gcia. Distrito Medellín 4,Distrito Medellin 3,3033,3010,3010,SAN IGNACIO         ,3007, G.DISTRITO MDLLIN 4 ,GZ DISTRITOS VALLE DE ABURRA,,Distrito Medellin 3,,,
0532,04,-,002,005,ANT-OCC-TOLIMA      ,DIRECCION ANTIOQUIA Y EJE, MUNICIPIOS ANTIOQUIA,GZ VALLE DE SAN NICOLAS Y CHOCO,RIONEGRO            ,-,,-,Distrito Valle de San Nicolas,,,,RIONEGRO            ,, MUNICIPIOS ANTIOQUIA,GZ VALLE DE SAN NICOLAS Y CHOCO,,Distrito Valle de San Nicolas,,,
0534,42,04,047,001,DIRECCION DISTRITOS ,DIRECCION ANTIOQUIA Y EJE,G.DISTRITO MDLLIN 1 ,GZ DISTRITOS VALLE DE ABURRA,BELLO PLAZA         ,-,,Gcia. Distrito Medellín 1,Distrito Medellin 1,3018,3007,3008,BELLO PLAZA         ,3007,G.DISTRITO MDLLIN 1 ,GZ DISTRITOS VALLE DE ABURRA,,Distrito Medellin 1,,,
0538,42,04,049,001,DIRECCION DISTRITOS ,DIRECCION ANTIOQUIA Y EJE, G.DISTRITO MDLLIN 3 ,GZ DISTRITOS VALLE DE ABURRA,C CIAL UNIC MEDELLIN,-,,Gcia. Distrito Medellín 3,Distrito Medellin 5,3030,3009,3012,C CIAL UNIC MEDELLIN,3007, G.DISTRITO MDLLIN 3 ,GZ DISTRITOS VALLE DE ABURRA,,Distrito Medellin 5,,,
0539,06,41,004,009,NORORIENTE          ,DIRECCION ORIENTE, MAGDALENA MEDIO     ,GZ MAGDALENA MEDIO,SAN ALBERTO         ,-,,-,-,,,,SAN ALBERTO         ,, MAGDALENA MEDIO     ,GZ MAGDALENA MEDIO,,-,,,
0540,06,-,001,003,NORORIENTE          ,DIRECCION CARIBE, BOLIVAR-SAN ANDRES  ,GZ DISTRITOS B/QUILLA C/GENA Y STA MTA,SAN ANDRES          ,-,,-,-,,,,SAN ANDRES          ,, BOLIVAR-SAN ANDRES  ,GZ DISTRITOS B/QUILLA C/GENA Y STA MTA,,-,,,
0542,42,-,017,003,DIRECCION DISTRITOS ,DIRECCION CAPITAL, GCIA DISTRITO BTA 17,GZ DISTRITOS BTA 3,CTRO CIAL CTRO MAYOR,-,,Gcia. Distrito Bogotá 17,Distrito BTA 18,2708,2685,2691,CTRO CIAL CTRO MAYOR,2684, GCIA DISTRITO BTA 17,GZ DISTRITOS BTA 3,,Distrito BTA 18,,,
0545,37,-,001,-,DIR BANCA PREMIUM   ,DIRECCION BANCA PREMIUM, PREMIUM BTA 1    ,GZ PREMIUM BTA 1,PREM.AVDA 19 CLL 114,-,,,,,,,PREM.AVDA 19 CLL 114,, PREMIUM BTA 1    ,GZ PREMIUM BTA 1,,,,,
0546,08,-,007,005,CENTRAL             ,DIRECCION CENTRAL,TERRITORIOS NAC CUND,GZ TERRITORIOS ORIENTE COLOMBIANO,ORITO               ,-,,-,-,,,,ORITO               ,,TERRITORIOS NAC CUND,GZ TERRITORIOS ORIENTE COLOMBIANO,,-,,,
0548,06,-,002,001,NORORIENTE          ,DIRECCION CARIBE,CESAR               ,GZ CESAR MAGDALENA Y GUAJIRA,SAN JUAN DEL CESAR  ,-,,-,-,,,,SAN JUAN DEL CESAR  ,,CESAR               ,GZ CESAR MAGDALENA Y GUAJIRA,,-,,,
0549,37,-,006,-,DIR BANCA PREMIUM   ,DIRECCION BANCA PREMIUM, PREMIUM NORORIENTE  ,GZ PREMIUM NORORIENTE,PREM E BCO BTA BOCAG,-,,,,,,,PREM E BCO BTA BOCAG,, PREMIUM NORORIENTE  ,GZ PREMIUM NORORIENTE,,,,,
0551,08,-,007,001,CENTRAL             ,DIRECCION CENTRAL, TERRITORIOS NAC CUND,GZ CUNDINAMARCA SUR,CC UNICENTRO GIRARDO,-,,-,-,2023,3266,3262,CC UNICENTRO GIRARDO,, TERRITORIOS NAC CUND,GZ CUNDINAMARCA SUR,,-,,,
0553,37,-,002,-,DIR BANCA PREMIUM   ,DIRECCION BANCA PREMIUM, PREMIUM BTA 2    ,GZ PREMIUM BTA 2,PREM CRA 11 CON 81  ,-,,,,,,,PREM CRA 11 CON 81  ,, PREMIUM BTA 2    ,GZ PREMIUM BTA 2,,,,,
0554,04,-,007,003,ANT-OCC-TOLIMA      ,DIRECCION ANTIOQUIA Y EJE,URABA-MPIOS ANTIOQ  ,GZ MUNICIPOS DE ANTIOQUIA,STA ROSA DE OSOS    ,-,,-,-,,,,STA ROSA DE OSOS    ,,URABA-MPIOS ANTIOQ  ,GZ MUNICIPOS DE ANTIOQUIA,,-,,,
0556,08,-,008,003,CENTRAL             ,DIRECCION CENTRAL, VILLAVICENCIO       ,GZ META,SAN MARTIN          ,-,,-,-,,,,SAN MARTIN          ,, VILLAVICENCIO       ,GZ META,,-,,,
0564,06,-,005,003,NORORIENTE          ,DIRECCION CARIBE, MAGDALENA-GUAJIRA   ,GZ DISTRITOS B/QUILLA C/GENA Y STA MTA,SANTA MARTA         ,-,,-,Distrito Sta Marta,,,,SANTA MARTA         ,, MAGDALENA-GUAJIRA   ,GZ DISTRITOS B/QUILLA C/GENA Y STA MTA,,Distrito Sta Marta,,,
0566,42,07,044,001,DIRECCION DISTRITOS ,DIRECCION OCCIDENTE, G.DISTRITO CALI 6   ,GZ DISTRITOS CALI,SANTA MONICA        ,-,,Gcia. Distrito Cali 6,Distrito Cali 4,2997,2967,2966,SANTA MONICA        ,2962, G.DISTRITO CALI 6   ,GZ DISTRITOS CALI,,Distrito Cali 4,,,
0572,04,-,005,002,ANT-OCC-TOLIMA      ,DIRECCION ANTIOQUIA Y EJE, RISARALDA-CALDAS    ,GZ EJE CAFETERO,SANTA ROSA DE CABAL ,-,,-,-,,,,SANTA ROSA DE CABAL ,, RISARALDA-CALDAS    ,GZ EJE CAFETERO,,-,,,
0574,42,06,034,003,DIRECCION DISTRITOS ,DIRECCION CARIBE, G.DISTRITO BQUILLA 3,GZ DISTRITOS B/QUILLA C/GENA Y STA MTA,LA CORDIALIDAD      ,-,,Gcia. Distrito B/quilla 3,Distrito B/quilla 3,2942,2923,2923,LA CORDIALIDAD      ,2920, G.DISTRITO BQUILLA 3,GZ DISTRITOS B/QUILLA C/GENA Y STA MTA,,Distrito B/quilla 3,,,
0576,08,41,001,007,CENTRAL             ,DIRECCION ORIENTE,BOYACA              ,GZ BOYACA,STA. ROSA DE VITERBO,-,,-,-,,,,STA. ROSA DE VITERBO,,BOYACA              ,GZ BOYACA,,-,,,
0578,04,-,002,003,ANT-OCC-TOLIMA      ,DIRECCION ANTIOQUIA Y EJE, MUN.ANTIOQUIA CHOCO ,GZ VALLE DE SAN NICOLAS Y CHOCO,QUIBDO              ,-,,-,-,,,,QUIBDO              ,, MUN.ANTIOQUIA CHOCO ,GZ VALLE DE SAN NICOLAS Y CHOCO,,-,,,
0580,08,-,006,003,CENTRAL             ,DIRECCION CENTRAL, SABANA              ,GZ META,CAQUEZA             ,-,,-,-,,,,CAQUEZA             ,, SABANA              ,GZ META,,-,,,
0583,08,-,007,001,CENTRAL             ,DIRECCION CENTRAL, TERRITORIOS NAC CUND,GZ CUNDINAMARCA SUR,TOLEMAIDA           ,-,,-,-,2258,3266,3262,TOLEMAIDA           ,, TERRITORIOS NAC CUND,GZ CUNDINAMARCA SUR,,-,,,
0584,42,04,048,001,DIRECCION DISTRITOS ,DIRECCION ANTIOQUIA Y EJE,G.DISTRITO MDLLIN 2 ,GZ DISTRITOS VALLE DE ABURRA,SECTOR ESTADIO      ,-,,Gcia. Distrito Medellín 2,Distrito Medellin 2,3025,3008,3009,SECTOR ESTADIO      ,3007,G.DISTRITO MDLLIN 2 ,GZ DISTRITOS VALLE DE ABURRA,,Distrito Medellin 2,,,
0587,08,-,003,001,CENTRAL             ,DIRECCION CENTRAL, CUNDINAMARCA        ,GZ CUNDINAMARCA SUR,SIBATE              ,-,,-,-,,,,SIBATE              ,, CUNDINAMARCA        ,GZ CUNDINAMARCA SUR,,-,,,
0588,04,07,004,-,ANT-OCC-TOLIMA      ,DIRECCION OCCIDENTE, NUEVO QUINDIO       ,GZ VALLE DEL CAUCA,SEVILLA             ,-,,-,-,,,,SEVILLA             ,, NUEVO QUINDIO       ,GZ VALLE DEL CAUCA,,-,,,
0590,42,41,037,008,DIRECCION DISTRITOS ,DIRECCION ORIENTE, G.DISTRITO BMANGA 2 ,GZ BUCARAMANGA,REAL DE MINAS       ,-,,Gcia. Distrito B/manga 2,Distrito B/manga 3,2954,2945,2947,REAL DE MINAS       ,2920, G.DISTRITO BMANGA 2 ,GZ BUCARAMANGA,,Distrito B/manga 3,,,
0592,06,-,003,002,NORORIENTE          ,DIRECCION CARIBE, CORDOBA-SUCRE       ,GZ CORDOBA Y SUCRE,SINCELEJO           ,-,,-,Distrito Sincelejo,,,,SINCELEJO           ,, CORDOBA-SUCRE       ,GZ CORDOBA Y SUCRE,,Distrito Sincelejo,,,
0596,08,41,001,007,CENTRAL             ,DIRECCION ORIENTE, BOYACA              ,GZ BOYACA,SOGAMOSO            ,-,,-,-,,,,SOGAMOSO            ,, BOYACA              ,GZ BOYACA,,-,,,
0597,08,-,002,004,CENTRAL             ,DIRECCION CENTRAL, BYCA Y NTE DE CMARCA,GZ MUNICIPIOS DE CUNDINAMARCA,SOPO                ,-,,-,-,,,,SOPO                ,, BYCA Y NTE DE CMARCA,GZ MUNICIPIOS DE CUNDINAMARCA,,-,,,
0598,04,-,002,005,ANT-OCC-TOLIMA      ,DIRECCION ANTIOQUIA Y EJE,MUNICIPIOS ANTIOQUIA,GZ VALLE DE SAN NICOLAS Y CHOCO,C CIAL SAVANNA      ,-,,-,Distrito Valle de San Nicolas,,,,C CIAL SAVANNA      ,,MUNICIPIOS ANTIOQUIA,GZ VALLE DE SAN NICOLAS Y CHOCO,,Distrito Valle de San Nicolas,,,
0599,06,-,002,001,NORORIENTE          ,DIRECCION CARIBE,CESAR               ,GZ CESAR MAGDALENA Y GUAJIRA,LA JAGUA            ,-,,-,-,,,,LA JAGUA            ,,CESAR               ,GZ CESAR MAGDALENA Y GUAJIRA,,-,,,
0600,42,41,037,008,DIRECCION DISTRITOS ,DIRECCION ORIENTE, G.DISTRITO BMANGA 2 ,GZ BUCARAMANGA,CENTRO COM. CABECERA,-,,Gcia. Distrito B/manga 2,Distrito B/manga 2,2955,2945,2946,CENTRO COM. CABECERA,2920, G.DISTRITO BMANGA 2 ,GZ BUCARAMANGA,,Distrito B/manga 2,,,
0601,06,41,006,010,NORORIENTE          ,DIRECCION ORIENTE, NTE SANTAND ARAUCA  ,GZ NORTE DE SANTANDER Y ARAUCA,C CIAL VENTURA PLAZA,-,,-,Distrito Cucuta 2,,,,C CIAL VENTURA PLAZA,, NTE SANTAND ARAUCA  ,GZ NORTE DE SANTANDER Y ARAUCA,,Distrito Cucuta 2,,,
0606,42,-,023,003,DIRECCION DISTRITOS ,DIRECCION CAPITAL, GCIA DISTRITO BTA 23,GZ DISTRITOS BTA 3,OFICINA TINTAL PLAZA,-,,Gcia. Distrito Bogotá 23,Distrito BTA 20,2605,2714,2700,OFICINA TINTAL PLAZA,2684, GCIA DISTRITO BTA 23,GZ DISTRITOS BTA 3,,Distrito BTA 20,,,
0611,08,41,002,007,CENTRAL             ,DIRECCION ORIENTE,BYCA Y NTE DE CMARCA,GZ BOYACA,UBATE               ,-,,-,-,,,,UBATE               ,,BYCA Y NTE DE CMARCA,GZ BOYACA,,-,,,
0612,04,07,008,004,ANT-OCC-TOLIMA      ,DIRECCION OCCIDENTE,VALLE DEL CAUCA     ,GZ VALLE DEL CAUCA,TULUA               ,-,,-,Distrito Norte del Valle,,,,TULUA               ,,VALLE DEL CAUCA     ,GZ VALLE DEL CAUCA,,Distrito Norte del Valle,,,
0614,06,41,006,010,NORORIENTE          ,DIRECCION ORIENTE, NTE SANTAND ARAUCA  ,GZ NORTE DE SANTANDER Y ARAUCA,C CIAL UNICNETRO-CTA,-,,-,Distrito Cucuta 2,,,,C CIAL UNICNETRO-CTA,, NTE SANTAND ARAUCA  ,GZ NORTE DE SANTANDER Y ARAUCA,,Distrito Cucuta 2,,,
0615,42,-,006,001,DIRECCION DISTRITOS ,DIRECCION CAPITAL, GCIA DISTRITO BTA 6 ,GZ DISTRITOS BTA 1,C CIAL SANTAFE II   ,-,,Gcia. Distrito Bogotá 6,Distrito BTA 1,2797,2521,2516,C CIAL SANTAFE II   ,2793, GCIA DISTRITO BTA 6 ,GZ DISTRITOS BTA 1,,Distrito BTA 1,,,
0616,08,41,001,007,CENTRAL             ,DIRECCION ORIENTE, BOYACA              ,GZ BOYACA,TUNJA               ,-,,-,Distrito Tunja,,,,TUNJA               ,, BOYACA              ,GZ BOYACA,,Distrito Tunja,,,
0618,04,-,007,003,ANT-OCC-TOLIMA      ,DIRECCION ANTIOQUIA Y EJE, URABA-MPIOS ANTIOQ  ,GZ MUNICIPOS DE ANTIOQUIA,CHIGORODO           ,-,,-,Distrito Uraba,,,,CHIGORODO           ,, URABA-MPIOS ANTIOQ  ,GZ MUNICIPOS DE ANTIOQUIA,,Distrito Uraba,,,
0619,06,41,006,010,NORORIENTE          ,DIRECCION ORIENTE, NTE SANTAND ARAUCA  ,GZ NORTE DE SANTANDER Y ARAUCA,VILLA DEL ROSARIO   ,-,,-,Distrito Cucuta 2,,,,VILLA DEL ROSARIO   ,, NTE SANTAND ARAUCA  ,GZ NORTE DE SANTANDER Y ARAUCA,,Distrito Cucuta 2,,,
