COD OFICINA,ACTUAL COD REGION COMERCIAL,NUEVO COD REGION COMERCIAL,ACTUAL COD ZONA COMERCIAL,NUEVO COD ZONA COMERCIAL,ACTUAL NOMBRE REGION COMERCIAL,NUEVO NOMBRE REGION COMERCIAL,ACTUAL NOMBRE ZONA COMERCIAL,NUEVO NOMBRE ZONA COMERCIAL,Actual Nombre oficina,NUEVO NOMBRE OFICINA,NOMBRE GERENCIA/AREA,NOMBRE DISTRITO ACTUAL,NOMBRE NUEVO DISTRITO,ID ZONA,ID ZONA PADRE ACTUAL,ID ZONA PADRE MOVIMIENTO,NOMBRE OFICINA,ID ZONA,NOMBRE ACTUAL ZONA,NOMBRE ZONA NUEVO,ACTUAL NOMBRE DISTRITO,NUEVO  NOMBRE DISTRITO,ID ZONA,NOMBRE DIRECCION ACTUAL,NOMBRE NUEVA DIRECCION 
1266,41,42,004,007,DIR PREFERENTE      ,DIRECCION CAPITAL, Z. PREFERENTE BTA 4 ,GZ PREFERENTE BTA 4,G. PREFERENTE 1266  ,-,,,,,,,G. PREFERENTE 1266  ,, Z. PREFERENTE BTA 4 ,GZ PREFERENTE BTA 4,,,,,
1267,41,42,004,007,DIR PREFERENTE      ,DIRECCION CAPITAL, Z. PREFERENTE BTA 4 ,GZ PREFERENTE BTA 4,G. PREFERENTE 1267  ,-,,,,,,,G. PREFERENTE 1267  ,, Z. PREFERENTE BTA 4 ,GZ PREFERENTE BTA 4,,,,,
1268,41,42,004,007,DIR PREFERENTE      ,DIRECCION CAPITAL, Z. PREFERENTE BTA 4 ,GZ PREFERENTE BTA 4,G. PREFERENTE 1268  ,-,,,,,,,G. PREFERENTE 1268  ,, Z. PREFERENTE BTA 4 ,GZ PREFERENTE BTA 4,,,,,
1269,41,42,004,007,DIR PREFERENTE      ,DIRECCION CAPITAL, Z. PREFERENTE BTA 4 ,GZ PREFERENTE BTA 4,G. PREFERENTE 1269  ,-,,,,,,,G. PREFERENTE 1269  ,, Z. PREFERENTE BTA 4 ,GZ PREFERENTE BTA 4,,,,,
1270,41,42,004,007,DIR PREFERENTE      ,DIRECCION CAPITAL, Z. PREFERENTE BTA 4 ,GZ PREFERENTE BTA 4,G. PREFERENTE 1270  ,-,,,,,,,G. PREFERENTE 1270  ,, Z. PREFERENTE BTA 4 ,GZ PREFERENTE BTA 4,,,,,
1271,41,42,004,007,DIR PREFERENTE      ,DIRECCION CAPITAL, Z. PREFERENTE BTA 4 ,GZ PREFERENTE BTA 4,G. PREFERENTE 1271  ,-,,,,,,,G. PREFERENTE 1271  ,, Z. PREFERENTE BTA 4 ,GZ PREFERENTE BTA 4,,,,,
1272,41,42,004,007,DIR PREFERENTE      ,DIRECCION CAPITAL, Z. PREFERENTE BTA 4 ,GZ PREFERENTE BTA 4,G. PREFERENTE 1272  ,-,,,,,,,G. PREFERENTE 1272  ,, Z. PREFERENTE BTA 4 ,GZ PREFERENTE BTA 4,,,,,
1273,41,42,005,008,DIR PREFERENTE      ,DIRECCION CAPITAL, Z. PREFERENTE BTA 5 ,GZ PREFERENTE BTA 5,G. PREFERENTE 1273  ,-,,,,,,,G. PREFERENTE 1273  ,, Z. PREFERENTE BTA 5 ,GZ PREFERENTE BTA 5,,,,,
1274,41,42,005,008,DIR PREFERENTE      ,DIRECCION CAPITAL, Z. PREFERENTE BTA 5 ,GZ PREFERENTE BTA 5,G. PREFERENTE 1274  ,-,,,,,,,G. PREFERENTE 1274  ,, Z. PREFERENTE BTA 5 ,GZ PREFERENTE BTA 5,,,,,
1275,41,42,005,008,DIR PREFERENTE      ,DIRECCION CAPITAL, Z. PREFERENTE BTA 5 ,GZ PREFERENTE BTA 5,G. PREFERENTE 1275  ,-,,,,,,,G. PREFERENTE 1275  ,, Z. PREFERENTE BTA 5 ,GZ PREFERENTE BTA 5,,,,,
1276,41,42,005,008,DIR PREFERENTE      ,DIRECCION CAPITAL, Z. PREFERENTE BTA 5 ,GZ PREFERENTE BTA 5,G. PREFERENTE 1276  ,-,,,,,,,G. PREFERENTE 1276  ,, Z. PREFERENTE BTA 5 ,GZ PREFERENTE BTA 5,,,,,
1277,41,42,005,008,DIR PREFERENTE      ,DIRECCION CAPITAL, Z. PREFERENTE BTA 5 ,GZ PREFERENTE BTA 5,G. PREFERENTE 1277  ,-,,,,,,,G. PREFERENTE 1277  ,, Z. PREFERENTE BTA 5 ,GZ PREFERENTE BTA 5,,,,,
1278,41,42,005,008,DIR PREFERENTE      ,DIRECCION CAPITAL, Z. PREFERENTE BTA 5 ,GZ PREFERENTE BTA 5,G. PREFERENTE 1278  ,-,,,,,,,G. PREFERENTE 1278  ,, Z. PREFERENTE BTA 5 ,GZ PREFERENTE BTA 5,,,,,
1279,41,42,005,008,DIR PREFERENTE      ,DIRECCION CAPITAL, Z. PREFERENTE BTA 5 ,GZ PREFERENTE BTA 5,G. PREFERENTE 1279  ,-,,,,,,,G. PREFERENTE 1279  ,, Z. PREFERENTE BTA 5 ,GZ PREFERENTE BTA 5,,,,,
1280,41,42,005,008,DIR PREFERENTE      ,DIRECCION CAPITAL, Z. PREFERENTE BTA 5 ,GZ PREFERENTE BTA 5,G. PREFERENTE 1280  ,-,,,,,,,G. PREFERENTE 1280  ,, Z. PREFERENTE BTA 5 ,GZ PREFERENTE BTA 5,,,,,
1281,41,42,005,008,DIR PREFERENTE      ,DIRECCION CAPITAL, Z. PREFERENTE BTA 5 ,GZ PREFERENTE BTA 5,G. PREFERENTE 1281  ,-,,,,,,,G. PREFERENTE 1281  ,, Z. PREFERENTE BTA 5 ,GZ PREFERENTE BTA 5,,,,,
1282,41,42,005,008,DIR PREFERENTE      ,DIRECCION CAPITAL, Z. PREFERENTE BTA 5 ,GZ PREFERENTE BTA 5,G. PREFERENTE 1282  ,-,,,,,,,G. PREFERENTE 1282  ,, Z. PREFERENTE BTA 5 ,GZ PREFERENTE BTA 5,,,,,
1283,41,42,005,008,DIR PREFERENTE      ,DIRECCION CAPITAL, Z. PREFERENTE BTA 5 ,GZ PREFERENTE BTA 5,G. PREFERENTE 1283  ,-,,,,,,,G. PREFERENTE 1283  ,, Z. PREFERENTE BTA 5 ,GZ PREFERENTE BTA 5,,,,,
1284,41,42,005,008,DIR PREFERENTE      ,DIRECCION CAPITAL, Z. PREFERENTE BTA 5 ,GZ PREFERENTE BTA 5,G. PREFERENTE 1284  ,-,,,,,,,G. PREFERENTE 1284  ,, Z. PREFERENTE BTA 5 ,GZ PREFERENTE BTA 5,,,,,
1285,41,42,005,008,DIR PREFERENTE      ,DIRECCION CAPITAL, Z. PREFERENTE BTA 5 ,GZ PREFERENTE BTA 5,G. PREFERENTE 1285  ,-,,,,,,,G. PREFERENTE 1285  ,, Z. PREFERENTE BTA 5 ,GZ PREFERENTE BTA 5,,,,,
1286,41,42,005,008,DIR PREFERENTE      ,DIRECCION CAPITAL, Z. PREFERENTE BTA 5 ,GZ PREFERENTE BTA 5,G. PREFERENTE 1286  ,-,,,,,,,G. PREFERENTE 1286  ,, Z. PREFERENTE BTA 5 ,GZ PREFERENTE BTA 5,,,,,
1342,41,-,006,008,DIR PREFERENTE      ,DIRECCION ORIENTE, Z.PREFERENTE BMANGA ,GZ BUCARAMANGA,G. PREFERENTE 1342  ,-,,,,,,,G. PREFERENTE 1342  ,, Z.PREFERENTE BMANGA ,GZ BUCARAMANGA,,,,,
1343,41,-,006,008,DIR PREFERENTE      ,DIRECCION ORIENTE, Z.PREFERENTE BMANGA ,GZ BUCARAMANGA,G. PREFERENTE 1343  ,-,,,,,,,G. PREFERENTE 1343  ,, Z.PREFERENTE BMANGA ,GZ BUCARAMANGA,,,,,
1344,41,-,006,008,DIR PREFERENTE      ,DIRECCION ORIENTE, Z.PREFERENTE BMANGA ,GZ BUCARAMANGA,G. PREFERENTE 1344  ,-,,,,,,,G. PREFERENTE 1344  ,, Z.PREFERENTE BMANGA ,GZ BUCARAMANGA,,,,,
1345,41,-,006,008,DIR PREFERENTE      ,DIRECCION ORIENTE, Z.PREFERENTE BMANGA ,GZ BUCARAMANGA,G. PREFERENTE 1345  ,-,,,,,,,G. PREFERENTE 1345  ,, Z.PREFERENTE BMANGA ,GZ BUCARAMANGA,,,,,
1346,41,-,006,008,DIR PREFERENTE      ,DIRECCION ORIENTE, Z.PREFERENTE BMANGA ,GZ BUCARAMANGA,G. PREFERENTE 1346  ,-,,,,,,,G. PREFERENTE 1346  ,, Z.PREFERENTE BMANGA ,GZ BUCARAMANGA,,,,,
1347,41,-,006,008,DIR PREFERENTE      ,DIRECCION ORIENTE, Z.PREFERENTE BMANGA ,GZ BUCARAMANGA,G. PREFERENTE 1347  ,-,,,,,,,G. PREFERENTE 1347  ,, Z.PREFERENTE BMANGA ,GZ BUCARAMANGA,,,,,
1348,41,-,006,008,DIR PREFERENTE      ,DIRECCION ORIENTE, Z.PREFERENTE BMANGA ,GZ BUCARAMANGA,G. PREFERENTE 1348  ,-,,,,,,,G. PREFERENTE 1348  ,, Z.PREFERENTE BMANGA ,GZ BUCARAMANGA,,,,,
1349,41,-,006,008,DIR PREFERENTE      ,DIRECCION ORIENTE, Z.PREFERENTE BMANGA ,GZ BUCARAMANGA,G. PREFERENTE 1349  ,-,,,,,,,G. PREFERENTE 1349  ,, Z.PREFERENTE BMANGA ,GZ BUCARAMANGA,,,,,
1350,41,06,007,004,DIR PREFERENTE      ,DIRECCION CARIBE, Z.PREFERENTE BQUILLA,GZ PREFERENTE B/QUILLA C/GENA Y STA MTA,G. PREFERENTE 1350  ,-,,,,,,,G. PREFERENTE 1350  ,, Z.PREFERENTE BQUILLA,GZ PREFERENTE B/QUILLA C/GENA Y STA MTA,,,,,
1351,41,06,007,004,DIR PREFERENTE      ,DIRECCION CARIBE,Z.PREFERENTE BQUILLA,GZ PREFERENTE B/QUILLA C/GENA Y STA MTA,G. PREFERENTE 1351  ,-,,,,,,,G. PREFERENTE 1351  ,,Z.PREFERENTE BQUILLA,GZ PREFERENTE B/QUILLA C/GENA Y STA MTA,,,,,
1352,41,06,007,004,DIR PREFERENTE      ,DIRECCION CARIBE,Z.PREFERENTE BQUILLA,GZ PREFERENTE B/QUILLA C/GENA Y STA MTA,G. PREFERENTE 1352  ,-,,,,,,,G. PREFERENTE 1352  ,,Z.PREFERENTE BQUILLA,GZ PREFERENTE B/QUILLA C/GENA Y STA MTA,,,,,
1353,41,06,007,004,DIR PREFERENTE      ,DIRECCION CARIBE,Z.PREFERENTE BQUILLA,GZ PREFERENTE B/QUILLA C/GENA Y STA MTA,G. PREFERENTE 1353  ,-,,,,,,,G. PREFERENTE 1353  ,,Z.PREFERENTE BQUILLA,GZ PREFERENTE B/QUILLA C/GENA Y STA MTA,,,,,
1354,41,06,007,004,DIR PREFERENTE      ,DIRECCION CARIBE,Z.PREFERENTE BQUILLA,GZ PREFERENTE B/QUILLA C/GENA Y STA MTA,G. PREFERENTE 1354  ,-,,,,,,,G. PREFERENTE 1354  ,,Z.PREFERENTE BQUILLA,GZ PREFERENTE B/QUILLA C/GENA Y STA MTA,,,,,
1355,41,06,007,004,DIR PREFERENTE      ,DIRECCION CARIBE,Z.PREFERENTE BQUILLA,GZ PREFERENTE B/QUILLA C/GENA Y STA MTA,G. PREFERENTE 1355  ,-,,,,,,,G. PREFERENTE 1355  ,,Z.PREFERENTE BQUILLA,GZ PREFERENTE B/QUILLA C/GENA Y STA MTA,,,,,
1356,41,06,007,004,DIR PREFERENTE      ,DIRECCION CARIBE,Z.PREFERENTE BQUILLA,GZ PREFERENTE B/QUILLA C/GENA Y STA MTA,G. PREFERENTE 1356  ,-,,,,,,,G. PREFERENTE 1356  ,,Z.PREFERENTE BQUILLA,GZ PREFERENTE B/QUILLA C/GENA Y STA MTA,,,,,
1357,41,06,007,004,DIR PREFERENTE      ,DIRECCION CARIBE,Z.PREFERENTE BQUILLA,GZ PREFERENTE B/QUILLA C/GENA Y STA MTA,G. PREFERENTE 1357  ,-,,,,,,,G. PREFERENTE 1357  ,,Z.PREFERENTE BQUILLA,GZ PREFERENTE B/QUILLA C/GENA Y STA MTA,,,,,
1555,37,-,002,-,DIR BANCA PREMIUM   ,DIRECCION BANCA PREMIUM, PREMIUM BTA 2    ,GZ PREMIUM BTA 2,GERENTE PREMIUM 1   ,-,,,,,,,GERENTE PREMIUM 1   ,, PREMIUM BTA 2    ,GZ PREMIUM BTA 2,,,,,
1559,37,-,002,-,DIR BANCA PREMIUM   ,DIRECCION BANCA PREMIUM, PREMIUM BTA 2    ,GZ PREMIUM BTA 2,GERENTE PREMIUM 2   ,-,,,,,,,GERENTE PREMIUM 2   ,, PREMIUM BTA 2    ,GZ PREMIUM BTA 2,,,,,
1561,37,-,002,-,DIR BANCA PREMIUM   ,DIRECCION BANCA PREMIUM, PREMIUM BTA 2    ,GZ PREMIUM BTA 2,GERENTE PREMIUM 3   ,-,,,,,,,GERENTE PREMIUM 3   ,, PREMIUM BTA 2    ,GZ PREMIUM BTA 2,,,,,
1563,37,-,002,-,DIR BANCA PREMIUM   ,DIRECCION BANCA PREMIUM, PREMIUM BTA 2    ,GZ PREMIUM BTA 2,GERENTE PREMIUM 4   ,-,,,,,,,GERENTE PREMIUM 4   ,, PREMIUM BTA 2    ,GZ PREMIUM BTA 2,,,,,
1567,37,-,002,004,DIR BANCA PREMIUM   ,DIRECCION BANCA PREMIUM, PREMIUM BTA 2    ,GZ PREMIUM BTA 3,GERENTE PREMIUM 24  ,-,,,,862,2103,2104,GERENTE PREMIUM 24  ,, PREMIUM BTA 2    ,GZ PREMIUM BTA 3,,,,,
1579,37,-,001,-,DIR BANCA PREMIUM   ,DIRECCION BANCA PREMIUM, PREMIUM BTA 1    ,GZ PREMIUM BTA 1,GERENTE PREMIUM 15  ,-,,,,,,,GERENTE PREMIUM 15  ,, PREMIUM BTA 1    ,GZ PREMIUM BTA 1,,,,,
1595,41,07,008,003,DIR PREFERENTE      ,DIRECCION OCCIDENTE,Z.PREFERENTE CALI   ,GZ PREFERENTE CALI,G. PREFERENTE 1595  ,-,,,,,,,G. PREFERENTE 1595  ,,Z.PREFERENTE CALI   ,GZ PREFERENTE CALI,,,,,
1596,41,07,008,003,DIR PREFERENTE      ,DIRECCION OCCIDENTE, Z.PREFERENTE CALI   ,GZ PREFERENTE CALI,G. PREFERENTE 1596  ,-,,,,,,,G. PREFERENTE 1596  ,, Z.PREFERENTE CALI   ,GZ PREFERENTE CALI,,,,,
1597,41,07,008,003,DIR PREFERENTE      ,DIRECCION OCCIDENTE, Z.PREFERENTE CALI   ,GZ PREFERENTE CALI,G. PREFERENTE 1597  ,-,,,,,,,G. PREFERENTE 1597  ,, Z.PREFERENTE CALI   ,GZ PREFERENTE CALI,,,,,
1598,41,07,008,003,DIR PREFERENTE      ,DIRECCION OCCIDENTE, Z.PREFERENTE CALI   ,GZ PREFERENTE CALI,G. PREFERENTE 1598  ,-,,,,,,,G. PREFERENTE 1598  ,, Z.PREFERENTE CALI   ,GZ PREFERENTE CALI,,,,,
1599,41,07,008,003,DIR PREFERENTE      ,DIRECCION OCCIDENTE, Z.PREFERENTE CALI   ,GZ PREFERENTE CALI,G. PREFERENTE 1599  ,-,,,,,,,G. PREFERENTE 1599  ,, Z.PREFERENTE CALI   ,GZ PREFERENTE CALI,,,,,
1600,41,07,008,003,DIR PREFERENTE      ,DIRECCION OCCIDENTE, Z.PREFERENTE CALI   ,GZ PREFERENTE CALI,G. PREFERENTE 1600  ,-,,,,,,,G. PREFERENTE 1600  ,, Z.PREFERENTE CALI   ,GZ PREFERENTE CALI,,,,,
1601,41,07,008,003,DIR PREFERENTE      ,DIRECCION OCCIDENTE, Z.PREFERENTE CALI   ,GZ PREFERENTE CALI,G. PREFERENTE 1601  ,-,,,,,,,G. PREFERENTE 1601  ,, Z.PREFERENTE CALI   ,GZ PREFERENTE CALI,,,,,
1602,41,07,008,003,DIR PREFERENTE      ,DIRECCION OCCIDENTE, Z.PREFERENTE CALI   ,GZ PREFERENTE CALI,G. PREFERENTE 1602  ,-,,,,,,,G. PREFERENTE 1602  ,, Z.PREFERENTE CALI   ,GZ PREFERENTE CALI,,,,,
1603,41,07,008,003,DIR PREFERENTE      ,DIRECCION OCCIDENTE, Z.PREFERENTE CALI   ,GZ PREFERENTE CALI,G. PREFERENTE 1603  ,-,,,,,,,G. PREFERENTE 1603  ,, Z.PREFERENTE CALI   ,GZ PREFERENTE CALI,,,,,
1604,41,07,008,003,DIR PREFERENTE      ,DIRECCION OCCIDENTE, Z.PREFERENTE CALI   ,GZ PREFERENTE CALI,G. PREFERENTE 1604  ,-,,,,,,,G. PREFERENTE 1604  ,, Z.PREFERENTE CALI   ,GZ PREFERENTE CALI,,,,,
1605,41,07,008,003,DIR PREFERENTE      ,DIRECCION OCCIDENTE, Z.PREFERENTE CALI   ,GZ PREFERENTE CALI,G. PREFERENTE 1605  ,-,,,,,,,G. PREFERENTE 1605  ,, Z.PREFERENTE CALI   ,GZ PREFERENTE CALI,,,,,
1606,41,07,008,003,DIR PREFERENTE      ,DIRECCION OCCIDENTE, Z.PREFERENTE CALI   ,GZ PREFERENTE CALI,G. PREFERENTE 1606  ,-,,,,,,,G. PREFERENTE 1606  ,, Z.PREFERENTE CALI   ,GZ PREFERENTE CALI,,,,,
1607,41,07,008,003,DIR PREFERENTE      ,DIRECCION OCCIDENTE, Z.PREFERENTE CALI   ,GZ PREFERENTE CALI,G. PREFERENTE 1607  ,-,,,,,,,G. PREFERENTE 1607  ,, Z.PREFERENTE CALI   ,GZ PREFERENTE CALI,,,,,
1608,41,07,008,003,DIR PREFERENTE      ,DIRECCION OCCIDENTE, Z.PREFERENTE CALI   ,GZ PREFERENTE CALI,G. PREFERENTE 1608  ,-,,,,,,,G. PREFERENTE 1608  ,, Z.PREFERENTE CALI   ,GZ PREFERENTE CALI,,,,,
1609,41,04,009,004,DIR PREFERENTE      ,DIRECCION ANTIOQUIA Y EJE, Z.PREFERENTE MDELL  ,GZ PREFERENTE MEDELLIN,G. PREFERENTE 1609  ,-,,,,,,,G. PREFERENTE 1609  ,, Z.PREFERENTE MDELL  ,GZ PREFERENTE MEDELLIN,,,,,
1610,41,04,009,004,DIR PREFERENTE      ,DIRECCION ANTIOQUIA Y EJE, Z.PREFERENTE MDELL  ,GZ PREFERENTE MEDELLIN,G. PREFERENTE 1610  ,-,,,,,,,G. PREFERENTE 1610  ,, Z.PREFERENTE MDELL  ,GZ PREFERENTE MEDELLIN,,,,,
1611,41,04,009,004,DIR PREFERENTE      ,DIRECCION ANTIOQUIA Y EJE, Z.PREFERENTE MDELL  ,GZ PREFERENTE MEDELLIN,G. PREFERENTE 1611  ,-,,,,,,,G. PREFERENTE 1611  ,, Z.PREFERENTE MDELL  ,GZ PREFERENTE MEDELLIN,,,,,
1612,41,04,009,004,DIR PREFERENTE      ,DIRECCION ANTIOQUIA Y EJE, Z.PREFERENTE MDELL  ,GZ PREFERENTE MEDELLIN,G. PREFERENTE 1612  ,-,,,,,,,G. PREFERENTE 1612  ,, Z.PREFERENTE MDELL  ,GZ PREFERENTE MEDELLIN,,,,,
1613,41,04,009,004,DIR PREFERENTE      ,DIRECCION ANTIOQUIA Y EJE, Z.PREFERENTE MDELL  ,GZ PREFERENTE MEDELLIN,G. PREFERENTE 1613  ,-,,,,,,,G. PREFERENTE 1613  ,, Z.PREFERENTE MDELL  ,GZ PREFERENTE MEDELLIN,,,,,
1614,41,04,009,004,DIR PREFERENTE      ,DIRECCION ANTIOQUIA Y EJE, Z.PREFERENTE MDELL  ,GZ PREFERENTE MEDELLIN,G. PREFERENTE 1614  ,-,,,,,,,G. PREFERENTE 1614  ,, Z.PREFERENTE MDELL  ,GZ PREFERENTE MEDELLIN,,,,,
1615,41,04,009,004,DIR PREFERENTE      ,DIRECCION ANTIOQUIA Y EJE, Z.PREFERENTE MDELL  ,GZ PREFERENTE MEDELLIN,G. PREFERENTE 1615  ,-,,,,,,,G. PREFERENTE 1615  ,, Z.PREFERENTE MDELL  ,GZ PREFERENTE MEDELLIN,,,,,
1616,41,04,009,004,DIR PREFERENTE      ,DIRECCION ANTIOQUIA Y EJE, Z.PREFERENTE MDELL  ,GZ PREFERENTE MEDELLIN,G. PREFERENTE 1616  ,-,,,,,,,G. PREFERENTE 1616  ,, Z.PREFERENTE MDELL  ,GZ PREFERENTE MEDELLIN,,,,,
1617,41,04,009,004,DIR PREFERENTE      ,DIRECCION ANTIOQUIA Y EJE, Z.PREFERENTE MDELL  ,GZ PREFERENTE MEDELLIN,G. PREFERENTE 1617  ,-,,,,,,,G. PREFERENTE 1617  ,, Z.PREFERENTE MDELL  ,GZ PREFERENTE MEDELLIN,,,,,
1618,41,04,009,004,DIR PREFERENTE      ,DIRECCION ANTIOQUIA Y EJE, Z.PREFERENTE MDELL  ,GZ PREFERENTE MEDELLIN,G. PREFERENTE 1618  ,-,,,,,,,G. PREFERENTE 1618  ,, Z.PREFERENTE MDELL  ,GZ PREFERENTE MEDELLIN,,,,,
1619,41,04,009,004,DIR PREFERENTE      ,DIRECCION ANTIOQUIA Y EJE, Z.PREFERENTE MDELL  ,GZ PREFERENTE MEDELLIN,G. PREFERENTE 1619  ,-,,,,,,,G. PREFERENTE 1619  ,, Z.PREFERENTE MDELL  ,GZ PREFERENTE MEDELLIN,,,,,
1620,41,04,009,004,DIR PREFERENTE      ,DIRECCION ANTIOQUIA Y EJE, Z.PREFERENTE MDELL  ,GZ PREFERENTE MEDELLIN,G. PREFERENTE 1620  ,-,,,,,,,G. PREFERENTE 1620  ,, Z.PREFERENTE MDELL  ,GZ PREFERENTE MEDELLIN,,,,,
1621,41,04,009,004,DIR PREFERENTE      ,DIRECCION ANTIOQUIA Y EJE, Z.PREFERENTE MDELL  ,GZ PREFERENTE MEDELLIN,G. PREFERENTE 1621  ,-,,,,,,,G. PREFERENTE 1621  ,, Z.PREFERENTE MDELL  ,GZ PREFERENTE MEDELLIN,,,,,
1622,41,04,009,004,DIR PREFERENTE      ,DIRECCION ANTIOQUIA Y EJE, Z.PREFERENTE MDELL  ,GZ PREFERENTE MEDELLIN,G. PREFERENTE 1622  ,-,,,,,,,G. PREFERENTE 1622  ,, Z.PREFERENTE MDELL  ,GZ PREFERENTE MEDELLIN,,,,,
1626,37,-,001,-,DIR BANCA PREMIUM   ,DIRECCION BANCA PREMIUM, PREMIUM BTA 1    ,GZ PREMIUM BTA 1,GERENTE PREMIUM 16  ,-,,,,,,,GERENTE PREMIUM 16  ,, PREMIUM BTA 1    ,GZ PREMIUM BTA 1,,,,,
1647,37,-,002,004,DIR BANCA PREMIUM   ,DIRECCION BANCA PREMIUM, PREMIUM BTA 2    ,GZ PREMIUM BTA 3,GCIA PREMI PYME 25  ,-,,,,863,2103,2104,GCIA PREMI PYME 25  ,, PREMIUM BTA 2    ,GZ PREMIUM BTA 3,,,,,
1673,37,-,002,004,DIR BANCA PREMIUM   ,DIRECCION BANCA PREMIUM, PREMIUM BTA 2    ,GZ PREMIUM BTA 3,GERENTE PREMIUM 22  ,-,,,,834,2103,2104,GERENTE PREMIUM 22  ,, PREMIUM BTA 2    ,GZ PREMIUM BTA 3,,,,,
1745,37,-,001,-,DIR BANCA PREMIUM   ,DIRECCION BANCA PREMIUM, PREMIUM BTA 1    ,GZ PREMIUM BTA 1,GERENTE PREMIUM 17  ,-,,,,,,,GERENTE PREMIUM 17  ,, PREMIUM BTA 1    ,GZ PREMIUM BTA 1,,,,,
1813,37,-,001,-,DIR BANCA PREMIUM   ,DIRECCION BANCA PREMIUM, PREMIUM BTA 1    ,GZ PREMIUM BTA 1,GERENTE PREMIUM 18  ,-,,,,,,,GERENTE PREMIUM 18  ,, PREMIUM BTA 1    ,GZ PREMIUM BTA 1,,,,,
1997,37,-,005,-,DIR BANCA PREMIUM   ,DIRECCION BANCA PREMIUM, PREMIUM ANTQ-OCCIDE ,GZ PREMIUM ANTQ-EJECAF,GCIA PREMIUM 27     ,-,,,,,,,GCIA PREMIUM 27     ,, PREMIUM ANTQ-OCCIDE ,GZ PREMIUM ANTQ-EJECAF,,,,,
1998,37,-,002,004,DIR BANCA PREMIUM   ,DIRECCION BANCA PREMIUM, PREMIUM BTA 2    ,GZ PREMIUM BTA 3,GERENTE PREMIUM 21  ,-,,,,833,2103,2104,GERENTE PREMIUM 21  ,, PREMIUM BTA 2    ,GZ PREMIUM BTA 3,,,,,
2001,37,-,005,-,DIR BANCA PREMIUM   ,DIRECCION BANCA PREMIUM, PREMIUM ANTQ-OCCIDE ,GZ PREMIUM ANTQ-EJECAF,GCIA PREMIUM 28     ,-,,,,,,,GCIA PREMIUM 28     ,, PREMIUM ANTQ-OCCIDE ,GZ PREMIUM ANTQ-EJECAF,,,,,
2002,37,-,001,-,DIR BANCA PREMIUM   ,DIRECCION BANCA PREMIUM, PREMIUM BTA 1    ,GZ PREMIUM BTA 1,GCIA PREMIUM 29     ,-,,,,,,,GCIA PREMIUM 29     ,, PREMIUM BTA 1    ,GZ PREMIUM BTA 1,,,,,
2003,37,-,001,002,DIR BANCA PREMIUM   ,DIRECCION BANCA PREMIUM, PREMIUM BTA 1    ,GZ PREMIUM BTA 2,GCIA PREMIUM 30     ,-,,,,865,2102,2103,GCIA PREMIUM 30     ,, PREMIUM BTA 1    ,GZ PREMIUM BTA 2,,,,,
2004,37,-,001,002,DIR BANCA PREMIUM   ,DIRECCION BANCA PREMIUM, PREMIUM BTA 1    ,GZ PREMIUM BTA 2,GCIA PREMIUM 31     ,-,,,,871,2102,2103,GCIA PREMIUM 31     ,, PREMIUM BTA 1    ,GZ PREMIUM BTA 2,,,,,
2005,37,-,006,-,DIR BANCA PREMIUM   ,DIRECCION BANCA PREMIUM, PREMIUM NORORIENTE  ,GZ PREMIUM NORORIENTE,GCIA PREMIUM 32     ,-,,,,,,,GCIA PREMIUM 32     ,, PREMIUM NORORIENTE  ,GZ PREMIUM NORORIENTE,,,,,
2006,37,-,006,-,DIR BANCA PREMIUM   ,DIRECCION BANCA PREMIUM, PREMIUM NORORIENTE  ,GZ PREMIUM NORORIENTE,GCIA PREMIUM 33     ,-,,,,,,,GCIA PREMIUM 33     ,, PREMIUM NORORIENTE  ,GZ PREMIUM NORORIENTE,,,,,
2007,37,-,005,007,DIR BANCA PREMIUM   ,DIRECCION BANCA PREMIUM, PREMIUM ANTQ-OCCIDE ,GZ PREMIUM OCCIDENTE,GCIA PREMIUM 34     ,-,,,,870,2107,2107,GCIA PREMIUM 34     ,, PREMIUM ANTQ-OCCIDE ,GZ PREMIUM OCCIDENTE,,,,,
2008,37,-,005,007,DIR BANCA PREMIUM   ,DIRECCION BANCA PREMIUM, PREMIUM ANTQ-OCCIDE ,GZ PREMIUM OCCIDENTE,GCIA PREMIUM 35     ,-,,,,869,2107,2107,GCIA PREMIUM 35     ,, PREMIUM ANTQ-OCCIDE ,GZ PREMIUM OCCIDENTE,,,,,
2057,37,-,001,-,DIR BANCA PREMIUM   ,DIRECCION BANCA PREMIUM, PREMIUM BTA 1    ,GZ PREMIUM BTA 1,GCIA PREMIUM 36     ,-,,,,,,,GCIA PREMIUM 36     ,, PREMIUM BTA 1    ,GZ PREMIUM BTA 1,,,,,
2058,37,-,002,004,DIR BANCA PREMIUM   ,DIRECCION BANCA PREMIUM, PREMIUM BTA 2    ,GZ PREMIUM BTA 3,GCIA PREMIUM 37     ,-,,,,874,2103,2104,GCIA PREMIUM 37     ,, PREMIUM BTA 2    ,GZ PREMIUM BTA 3,,,,,
