COD OFICINA,ACTUAL COD REGION COMERCIAL,NUEVO COD REGION COMERCIAL,ACTUAL COD ZONA COMERCIAL,NUEVO COD ZONA COMERCIAL,ACTUAL NOMBRE REGION COMERCIAL,NUEVO NOMBRE REGION COMERCIAL,ACTUAL NOMBRE ZONA COMERCIAL,NUEVO NOMBRE ZONA COMERCIAL,Actual Nombre oficina,NUEVO NOMBRE OFICINA,NOMBRE GERENCIA/AREA,NOMBRE DISTRITO ACTUAL,NOMBRE NUEVO DISTRITO
0474,04,08,006,,ANT-OCC-TOLIMA      ,DIRECCION CENTRAL, TOLIMA              ,GZ TOLIMA,PIEDRAPINTADA       ,No Aplica,,-,Distrito Ibague
0475,42,07,044,001,DIRECCION DISTRITOS ,DIRECCION OCCIDENTE, G.DISTRITO CALI 6   ,GZ DISTRITOS CALI,VILLA COLOMBIA CALI ,No Aplica,,Gcia. Distrito Cali 6,Distrito Cali 6
0476,42,04,049,001,DIRECCION DISTRITOS ,DIRECCION ANTIOQUIA Y EJE, G.DISTRITO MDLLIN 3 ,GZ DISTRITOS VALLE DE ABURRA,BELEN               ,No Aplica,,Gcia. Distrito Medellín 3,Distrito Medellin 5
0478,04,,007,003,ANT-OCC-TOLIMA      ,DIRECCION ANTIOQUIA Y EJE, URABA-MPIOS ANTIOQ  ,GZ MUNICIPOS DE ANTIOQUIA,CAREPA              ,No Aplica,,-,Distrito Uraba
0484,42,07,044,001,DIRECCION DISTRITOS ,DIRECCION OCCIDENTE, G.DISTRITO CALI 6   ,GZ DISTRITOS CALI,PLAZA DE CAYCEDO    ,No Aplica,,Gcia. Distrito Cali 6,Distrito Cali 3
0486,42,07,039,001,DIRECCION DISTRITOS ,DIRECCION OCCIDENTE, G.DISTRITO CALI 1   ,GZ DISTRITOS CALI,UNICENTRO (CALI)    ,No Aplica,,Gcia. Distrito Cali 1,Distrito Cali 1
0487,42,07,041,001,DIRECCION DISTRITOS ,DIRECCION OCCIDENTE, G.DISTRITO CALI 3   ,GZ DISTRITOS CALI,ALAMEDA   (CALI)    ,No Aplica,,Gcia. Distrito Cali 3,Distrito Cali 2
0488,42,07,041,001,DIRECCION DISTRITOS ,DIRECCION OCCIDENTE, G.DISTRITO CALI 3   ,GZ DISTRITOS CALI,CIUDAD CORDOBA      ,No Aplica,,Gcia. Distrito Cali 3,Distrito Cali 6
0493,42,06,035,003,DIRECCION DISTRITOS ,DIRECCION CARIBE, G.DISTRITO BQUILLA 4,GZ DISTRITOS B/QUILLA C/GENA Y STA MTA,CTR CCIAL G PLZ SOL ,No Aplica,,Gcia. Distrito B/quilla 4,Distrito B/quilla 4
0497,42,04,051,001,DIRECCION DISTRITOS ,DIRECCION ANTIOQUIA Y EJE,G.DISTRITO MDLLIN 5 ,GZ DISTRITOS VALLE DE ABURRA,OFICINA CALDAS      ,No Aplica,,Gcia. Distrito Medellín 5,Distrito Medellin 7
0500,42,,009,001,DIRECCION DISTRITOS ,DIRECCION CAPITAL, GCIA DISTRITO BTA 9 ,GZ DISTRITOS BTA 1,CARRERA 11 CON 81   ,No Aplica,,Gcia. Distrito Bogotá 9,Distrito BTA 8
0506,42,,012,002,DIRECCION DISTRITOS ,DIRECCION CAPITAL, GCIA DISTRITO BTA 12,GZ DISTRITOS BTA 2,CITY U              ,No Aplica,,Gcia. Distrito Bogotá 12,Distrito BTA 11
0510,42,04,048,001,DIRECCION DISTRITOS ,DIRECCION ANTIOQUIA Y EJE,G.DISTRITO MDLLIN 2 ,GZ DISTRITOS VALLE DE ABURRA,LAURELES            ,No Aplica,,Gcia. Distrito Medellín 2,Distrito Medellin 2
0513,06,41,004,009,NORORIENTE          ,DIRECCION ORIENTE, MAGDALENA MEDIO     ,GZ MAGDALENA MEDIO,PUERTO WILCHES      ,No Aplica,,-,-
0514,06,41,004,009,NORORIENTE          ,DIRECCION ORIENTE, MAGDALENA MEDIO     ,GZ MAGDALENA MEDIO,PUERTO BERRIO       ,No Aplica,,-,-
0516,06,41,006,010,NORORIENTE          ,DIRECCION ORIENTE, NTE SANTAND ARAUCA  ,GZ NORTE DE SANTANDER Y ARAUCA,LOS PATIOS N/SANTAND,No Aplica,,-,Distrito Cucuta 2
0520,04,07,003,002,ANT-OCC-TOLIMA      ,DIRECCION OCCIDENTE, NARINO CAUCA        ,GZ NARINO Y CAUCA,POPAYAN             ,No Aplica,,-,Distrito Popayan
0526,04,,004,002,ANT-OCC-TOLIMA      ,DIRECCION ANTIOQUIA Y EJE, QUINDIO-CHOCO       ,GZ EJE CAFETERO,QUIMBAYA            ,No Aplica,,-,Distrito Armenia
0530,06,,005,001,NORORIENTE          ,DIRECCION CARIBE, MAGDALENA-GUAJIRA   ,GZ CESAR MAGDALENA Y GUAJIRA,RIOHACHA            ,No Aplica,,-,-
0531,42,04,050,001,DIRECCION DISTRITOS ,DIRECCION ANTIOQUIA Y EJE, G.DISTRITO MDLLIN 4 ,GZ DISTRITOS VALLE DE ABURRA,SAN IGNACIO         ,No Aplica,,Gcia. Distrito Medellín 4,Distrito Medellin 3
0532,04,,002,005,ANT-OCC-TOLIMA      ,DIRECCION ANTIOQUIA Y EJE, MUNICIPIOS ANTIOQUIA,GZ VALLE DE SAN NICOLAS Y CHOCO,RIONEGRO            ,No Aplica,,-,Distrito Valle de San Nicolas
0534,42,04,047,001,DIRECCION DISTRITOS ,DIRECCION ANTIOQUIA Y EJE,G.DISTRITO MDLLIN 1 ,GZ DISTRITOS VALLE DE ABURRA,BELLO PLAZA         ,No Aplica,,Gcia. Distrito Medellín 1,Distrito Medellin 1
0538,42,04,049,001,DIRECCION DISTRITOS ,DIRECCION ANTIOQUIA Y EJE, G.DISTRITO MDLLIN 3 ,GZ DISTRITOS VALLE DE ABURRA,C CIAL UNIC MEDELLIN,No Aplica,,Gcia. Distrito Medellín 3,Distrito Medellin 5
0539,06,41,004,009,NORORIENTE          ,DIRECCION ORIENTE, MAGDALENA MEDIO     ,GZ MAGDALENA MEDIO,SAN ALBERTO         ,No Aplica,,-,-
0540,06,,001,003,NORORIENTE          ,DIRECCION CARIBE, BOLIVAR-SAN ANDRES  ,GZ DISTRITOS B/QUILLA C/GENA Y STA MTA,SAN ANDRES          ,No Aplica,,-,-
0542,42,,017,003,DIRECCION DISTRITOS ,DIRECCION CAPITAL, GCIA DISTRITO BTA 17,GZ DISTRITOS BTA 3,CTRO CIAL CTRO MAYOR,No Aplica,,Gcia. Distrito Bogotá 17,Distrito BTA 18
0545,37,,001,,DIR BANCA PREMIUM   ,DIRECCION BANCA PREMIUM, PREMIUM BTA 1    ,GZ PREMIUM BTA 1,PREM.AVDA 19 CLL 114,No Aplica,,,
0546,08,,007,005,CENTRAL             ,DIRECCION CENTRAL,TERRITORIOS NAC CUND,GZ TERRITORIOS ORIENTE COLOMBIANO,ORITO               ,No Aplica,,-,-
0548,06,,002,001,NORORIENTE          ,DIRECCION CARIBE,CESAR               ,GZ CESAR MAGDALENA Y GUAJIRA,SAN JUAN DEL CESAR  ,No Aplica,,-,-
0549,37,,006,,DIR BANCA PREMIUM   ,DIRECCION BANCA PREMIUM, PREMIUM NORORIENTE  ,GZ PREMIUM NORORIENTE,PREM E BCO BTA BOCAG,No Aplica,,,
0551,08,,007,001,CENTRAL             ,DIRECCION CENTRAL, TERRITORIOS NAC CUND,GZ CUNDINAMARCA SUR,CC UNICENTRO GIRARDO,No Aplica,,-,-
0553,37,,002,,DIR BANCA PREMIUM   ,DIRECCION BANCA PREMIUM, PREMIUM BTA 2    ,GZ PREMIUM BTA 2,PREM CRA 11 CON 81  ,No Aplica,,,
0554,04,,007,003,ANT-OCC-TOLIMA      ,DIRECCION ANTIOQUIA Y EJE,URABA-MPIOS ANTIOQ  ,GZ MUNICIPOS DE ANTIOQUIA,STA ROSA DE OSOS    ,No Aplica,,-,-
0556,08,,008,003,CENTRAL             ,DIRECCION CENTRAL, VILLAVICENCIO       ,GZ META,SAN MARTIN          ,No Aplica,,-,-
0564,06,,005,003,NORORIENTE          ,DIRECCION CARIBE, MAGDALENA-GUAJIRA   ,GZ DISTRITOS B/QUILLA C/GENA Y STA MTA,SANTA MARTA         ,No Aplica,,-,Distrito Sta Marta
0566,42,07,044,001,DIRECCION DISTRITOS ,DIRECCION OCCIDENTE, G.DISTRITO CALI 6   ,GZ DISTRITOS CALI,SANTA MONICA        ,No Aplica,,Gcia. Distrito Cali 6,Distrito Cali 4
0572,04,,005,002,ANT-OCC-TOLIMA      ,DIRECCION ANTIOQUIA Y EJE, RISARALDA-CALDAS    ,GZ EJE CAFETERO,SANTA ROSA DE CABAL ,No Aplica,,-,-
0572,,,,,,,,,Of  Santa Rosa De Cabal,,,,Distrito Area Metropolitina Pereira
0574,42,06,034,003,DIRECCION DISTRITOS ,DIRECCION CARIBE, G.DISTRITO BQUILLA 3,GZ DISTRITOS B/QUILLA C/GENA Y STA MTA,LA CORDIALIDAD      ,No Aplica,,Gcia. Distrito B/quilla 3,Distrito B/quilla 3
0576,08,41,001,007,CENTRAL             ,DIRECCION ORIENTE,BOYACA              ,GZ BOYACA,STA. ROSA DE VITERBO,No Aplica,,-,-
0578,04,,002,003,ANT-OCC-TOLIMA      ,DIRECCION ANTIOQUIA Y EJE, MUN.ANTIOQUIA CHOCO ,GZ VALLE DE SAN NICOLAS Y CHOCO,QUIBDO              ,No Aplica,,-,-
0580,08,,006,003,CENTRAL             ,DIRECCION CENTRAL, SABANA              ,GZ META,CAQUEZA             ,No Aplica,,-,-
0583,08,,007,001,CENTRAL             ,DIRECCION CENTRAL, TERRITORIOS NAC CUND,GZ CUNDINAMARCA SUR,TOLEMAIDA           ,No Aplica,,-,-
0584,42,04,048,001,DIRECCION DISTRITOS ,DIRECCION ANTIOQUIA Y EJE,G.DISTRITO MDLLIN 2 ,GZ DISTRITOS VALLE DE ABURRA,SECTOR ESTADIO      ,No Aplica,,Gcia. Distrito Medellín 2,Distrito Medellin 2
0587,08,,003,001,CENTRAL             ,DIRECCION CENTRAL, CUNDINAMARCA        ,GZ CUNDINAMARCA SUR,SIBATE              ,No Aplica,,-,-
0588,04,07,004,,ANT-OCC-TOLIMA      ,DIRECCION OCCIDENTE, NUEVO QUINDIO       ,GZ VALLE DEL CAUCA,SEVILLA             ,No Aplica,,-,-
0590,42,41,037,008,DIRECCION DISTRITOS ,DIRECCION ORIENTE, G.DISTRITO BMANGA 2 ,GZ BUCARAMANGA,REAL DE MINAS       ,No Aplica,,Gcia. Distrito B/manga 2,Distrito B/manga 3
0592,06,,003,002,NORORIENTE          ,DIRECCION CARIBE, CORDOBA-SUCRE       ,GZ CORDOBA Y SUCRE,SINCELEJO           ,No Aplica,,-,Distrito Sincelejo
0596,08,41,001,007,CENTRAL             ,DIRECCION ORIENTE, BOYACA              ,GZ BOYACA,SOGAMOSO            ,No Aplica,,-,-
0597,08,,002,004,CENTRAL             ,DIRECCION CENTRAL, BYCA Y NTE DE CMARCA,GZ MUNICIPIOS DE CUNDINAMARCA,SOPO                ,No Aplica,,-,-
0598,04,,002,005,ANT-OCC-TOLIMA      ,DIRECCION ANTIOQUIA Y EJE,MUNICIPIOS ANTIOQUIA,GZ VALLE DE SAN NICOLAS Y CHOCO,C CIAL SAVANNA      ,No Aplica,,-,Distrito Valle de San Nicolas
0599,06,,002,001,NORORIENTE          ,DIRECCION CARIBE,CESAR               ,GZ CESAR MAGDALENA Y GUAJIRA,LA JAGUA            ,No Aplica,,-,-
0600,42,41,037,008,DIRECCION DISTRITOS ,DIRECCION ORIENTE, G.DISTRITO BMANGA 2 ,GZ BUCARAMANGA,CENTRO COM. CABECERA,No Aplica,,Gcia. Distrito B/manga 2,Distrito B/manga 2
0601,06,41,006,010,NORORIENTE          ,DIRECCION ORIENTE, NTE SANTAND ARAUCA  ,GZ NORTE DE SANTANDER Y ARAUCA,C CIAL VENTURA PLAZA,No Aplica,,-,Distrito Cucuta 2
0606,42,,023,003,DIRECCION DISTRITOS ,DIRECCION CAPITAL, GCIA DISTRITO BTA 23,GZ DISTRITOS BTA 3,OFICINA TINTAL PLAZA,No Aplica,,Gcia. Distrito Bogotá 23,Distrito BTA 20
0611,08,41,002,007,CENTRAL             ,DIRECCION ORIENTE,BYCA Y NTE DE CMARCA,GZ BOYACA,UBATE               ,No Aplica,,-,-
0612,04,07,008,004,ANT-OCC-TOLIMA      ,DIRECCION OCCIDENTE,VALLE DEL CAUCA     ,GZ VALLE DEL CAUCA,TULUA               ,No Aplica,,-,Distrito Norte del Valle
0614,06,41,006,010,NORORIENTE          ,DIRECCION ORIENTE, NTE SANTAND ARAUCA  ,GZ NORTE DE SANTANDER Y ARAUCA,C CIAL UNICNETRO-CTA,No Aplica,,-,Distrito Cucuta 2
0615,42,,006,001,DIRECCION DISTRITOS ,DIRECCION CAPITAL, GCIA DISTRITO BTA 6 ,GZ DISTRITOS BTA 1,C CIAL SANTAFE II   ,No Aplica,,Gcia. Distrito Bogotá 6,Distrito BTA 1
0616,08,41,001,007,CENTRAL             ,DIRECCION ORIENTE, BOYACA              ,GZ BOYACA,TUNJA               ,No Aplica,,-,Distrito Tunja
0618,04,,007,003,ANT-OCC-TOLIMA      ,DIRECCION ANTIOQUIA Y EJE, URABA-MPIOS ANTIOQ  ,GZ MUNICIPOS DE ANTIOQUIA,CHIGORODO           ,No Aplica,,-,Distrito Uraba
0619,06,41,006,010,NORORIENTE          ,DIRECCION ORIENTE, NTE SANTAND ARAUCA  ,GZ NORTE DE SANTANDER Y ARAUCA,VILLA DEL ROSARIO   ,No Aplica,,-,Distrito Cucuta 2
0620,04,,007,003,ANT-OCC-TOLIMA      ,DIRECCION ANTIOQUIA Y EJE, URABA-MPIOS ANTIOQ  ,GZ MUNICIPOS DE ANTIOQUIA,TURBO               ,No Aplica,,-,Distrito Uraba
0622,42,,004,001,DIRECCION DISTRITOS ,DIRECCION CAPITAL, GCIA DISTRITO BTA 4 ,GZ DISTRITOS BTA 1,CALLE 104 AVENIDA 19,No Aplica,,Gcia. Distrito Bogotá 4,Distrito BTA 6
0627,42,06,033,003,DIRECCION DISTRITOS ,DIRECCION CARIBE, G.DISTRITO BQUILLA 2,GZ DISTRITOS B/QUILLA C/GENA Y STA MTA,CRR 38 CALLE 70     ,No Aplica,,Gcia. Distrito B/quilla 2,Distrito B/quilla 2
0631,37,,002,004,DIR BANCA PREMIUM   ,DIRECCION BANCA PREMIUM, PREMIUM BTA 2    ,GZ PREMIUM BTA 3,OF.PRE.L.C.SARMIENTO,No Aplica,,,
0632,08,,002,004,CENTRAL             ,DIRECCION CENTRAL,BYCA Y NTE DE CMARCA,GZ MUNICIPIOS DE CUNDINAMARCA,TOCANCIPA           ,No Aplica,,-,-
0633,04,,005,002,ANT-OCC-TOLIMA      ,DIRECCION ANTIOQUIA Y EJE,RISARALDA-CALDAS    ,GZ EJE CAFETERO,UNICENTRO PEREIRA   ,No Aplica,,-,Distrito Pereira
0637,42,,004,001,DIRECCION DISTRITOS ,DIRECCION CAPITAL, GCIA DISTRITO BTA 4 ,GZ DISTRITOS BTA 1,WORLD TRADE CENTER  ,No Aplica,,Gcia. Distrito Bogotá 4,Distrito BTA 7
0640,08,,003,004,CENTRAL             ,DIRECCION CENTRAL, CUNDINAMARCA        ,GZ CUNDINAMARCA SUR,LA VEGA             ,No Aplica,,-,-
0644,04,,007,003,ANT-OCC-TOLIMA      ,DIRECCION ANTIOQUIA Y EJE, URABA-MPIOS ANTIOQ  ,GZ MUNICIPOS DE ANTIOQUIA,YARUMAL             ,No Aplica,,-,-
0646,08,,001,005,CENTRAL             ,DIRECCION CENTRAL, BOYACA              ,GZ TERRITORIOS ORIENTE COLOMBIANO,YOPAL               ,No Aplica,,-,Distrito Yopal
0648,42,07,046,001,DIRECCION DISTRITOS ,DIRECCION OCCIDENTE, G.DISTRITO CALI 8   ,GZ DISTRITOS CALI,YUMBO               ,No Aplica,,Gcia. Distrito Cali 8,Distrito Cali 5
0652,08,,004,002,CENTRAL             ,DIRECCION CENTRAL, HUILA               ,GZ HUILA,PURIFICACION        ,No Aplica,,-,-
0656,04,07,008,004,ANT-OCC-TOLIMA      ,DIRECCION OCCIDENTE, VALLE DEL CAUCA     ,GZ VALLE DEL CAUCA,ZARZAL              ,No Aplica,,-,-
0657,06,,002,001,NORORIENTE          ,DIRECCION CARIBE, CESAR               ,GZ CESAR MAGDALENA Y GUAJIRA,CTRO CCIAL MAYALES  ,No Aplica,,-,Distrito Valledupar
0658,37,,006,,DIR BANCA PREMIUM   ,DIRECCION BANCA PREMIUM, PREMIUM NORORIENTE  ,GZ PREMIUM NORORIENTE,OF PREM E BCO BTA BQ,No Aplica,,,
0660,08,,002,004,CENTRAL             ,DIRECCION CENTRAL, BYCA Y NTE DE CMARCA,GZ MUNICIPIOS DE CUNDINAMARCA,ZIPAQUIRA           ,No Aplica,,-,-
0674,06,,001,003,NORORIENTE          ,DIRECCION CARIBE,BOLIVAR-SAN ANDRES  ,GZ DISTRITOS B/QUILLA C/GENA Y STA MTA,EXT OFIC PROVIDENCIA,No Aplica,,-,-
0676,08,41,001,007,CENTRAL             ,DIRECCION ORIENTE, BOYACA              ,GZ BOYACA,PAIPA               ,No Aplica,,-,-
0677,42,04,052,001,DIRECCION DISTRITOS ,DIRECCION ANTIOQUIA Y EJE, G.DISTRITO MDLLIN 6 ,GZ DISTRITOS VALLE DE ABURRA,CTRO C PREMIUM PLAZA,No Aplica,,Gcia. Distrito Medellín 6,Distrito Medellin 4
0679,42,07,041,001,DIRECCION DISTRITOS ,DIRECCION OCCIDENTE, G.DISTRITO CALI 3   ,GZ DISTRITOS CALI,PQUE CIAL RIO CAUCA ,No Aplica,,Gcia. Distrito Cali 3,Distrito Cali 6
0692,04,07,003,002,ANT-OCC-TOLIMA      ,DIRECCION OCCIDENTE, NARINO CAUCA        ,GZ NARINO Y CAUCA,TUMACO              ,No Aplica,,-,-
0693,04,07,003,002,ANT-OCC-TOLIMA      ,DIRECCION OCCIDENTE, NARINO CAUCA        ,GZ NARINO Y CAUCA,UNICENTRO PASTO     ,No Aplica,,-,Distrito Pasto
0695,08,,007,005,CENTRAL             ,DIRECCION CENTRAL, TERRITORIOS NAC CUND,GZ TERRITORIOS ORIENTE COLOMBIANO,PTO CARRENO         ,No Aplica,,-,-
0697,08,,008,003,CENTRAL             ,DIRECCION CENTRAL,VILLAVICENCIO       ,GZ META,PUERTO LOPEZ        ,No Aplica,,-,-
0704,08,,004,002,CENTRAL             ,DIRECCION CENTRAL, HUILA               ,GZ HUILA,QUIRINAL            ,No Aplica,,-,Distrito Neiva
0708,08,,006,004,CENTRAL             ,DIRECCION CENTRAL, SABANA              ,GZ MUNICIPIOS DE CUNDINAMARCA,OFICINA MADRID      ,No Aplica,,-,-
0752,42,04,051,001,DIRECCION DISTRITOS ,DIRECCION ANTIOQUIA Y EJE, G.DISTRITO MDLLIN 5 ,GZ DISTRITOS VALLE DE ABURRA,CTR CIAL AVESMARIA  ,No Aplica,,Gcia. Distrito Medellín 5,Distrito Medellin 7
0767,08,,004,002,CENTRAL             ,DIRECCION CENTRAL, HUILA               ,GZ HUILA,CHAPARRAL           ,No Aplica,,-,-
0793,08,,004,002,CENTRAL             ,DIRECCION CENTRAL, HUILA               ,GZ HUILA,PITALITO            ,No Aplica,,-,-
0796,42,,016,003,DIRECCION DISTRITOS ,DIRECCION CAPITAL, GCIA DISTRITO BTA 16,GZ DISTRITOS BTA 3,BOSA CENTRO         ,No Aplica,,Gcia. Distrito Bogotá 16,Distrito BTA 17
0798,08,,006,004,CENTRAL             ,DIRECCION CENTRAL,SABANA              ,GZ MUNICIPIOS DE CUNDINAMARCA,SUBACHOQUE          ,No Aplica,,-,-
0799,08,,002,004,CENTRAL             ,DIRECCION CENTRAL, BYCA Y NTE DE CMARCA,GZ MUNICIPIOS DE CUNDINAMARCA,CALERA              ,No Aplica,,-,-
0800,06,,003,002,NORORIENTE          ,DIRECCION CARIBE,CORDOBA-SUCRE       ,GZ CORDOBA Y SUCRE,PLANETA RICA        ,No Aplica,,-,-
0801,42,,024,003,DIRECCION DISTRITOS ,DIRECCION CAPITAL, GCIA DISTRITO BTA 24,GZ DISTRITOS BTA 3,ENGATIVA            ,No Aplica,,Gcia. Distrito Bogotá 24,Distrito BTA 21
0802,42,,002,001,DIRECCION DISTRITOS ,DIRECCION CAPITAL,GCIA DISTRITO BTA 2 ,GZ DISTRITOS BTA 1,CENTRO SUBA         ,No Aplica,,Gcia. Distrito Bogotá 2,Distrito BTA 3
0804,08,,008,003,CENTRAL             ,DIRECCION CENTRAL, VILLAVICENCIO       ,GZ META,OFIC PTO GAITAN META,No Aplica,,-,-
0807,08,41,001,007,CENTRAL             ,DIRECCION ORIENTE, BOYACA              ,GZ BOYACA,CC UNICENTRO TUNJA  ,No Aplica,,-,Distrito Tunja
0808,42,04,047,001,DIRECCION DISTRITOS ,DIRECCION ANTIOQUIA Y EJE, G.DISTRITO MDLLIN 1 ,GZ DISTRITOS VALLE DE ABURRA,CTRO C PUERTA NORTE ,No Aplica,,Gcia. Distrito Medellín 1,Distrito Medellin 1
0811,42,04,054,001,DIRECCION DISTRITOS ,DIRECCION ANTIOQUIA Y EJE, G.DISTRITO MDLLIN 8 ,GZ DISTRITOS VALLE DE ABURRA,ARKADIA             ,No Aplica,,Gcia. Distrito Medellín 8,Distrito Medellin 5
0817,04,07,003,002,ANT-OCC-TOLIMA      ,DIRECCION OCCIDENTE, NARINO CAUCA        ,GZ NARINO Y CAUCA,C CIAL CAMPANARIO   ,No Aplica,,-,Distrito Popayan
0825,06,41,006,010,NORORIENTE          ,DIRECCION ORIENTE, NTE SANTAND ARAUCA  ,GZ NORTE DE SANTANDER Y ARAUCA,EL ZULIA            ,No Aplica,,-,Distrito Cucuta 1
0827,37,,005,007,DIR BANCA PREMIUM   ,DIRECCION BANCA PREMIUM, PREMIUM ANTQ-OCCIDE ,GZ PREMIUM OCCIDENTE,OF PREM EDF BCO BTA ,No Aplica,,,
0840,04,08,006,,ANT-OCC-TOLIMA      ,DIRECCION CENTRAL, TOLIMA              ,GZ TOLIMA,FRESNO              ,No Aplica,,-,-
0845,04,,004,002,ANT-OCC-TOLIMA      ,DIRECCION ANTIOQUIA Y EJE, QUINDIO-CHOCO       ,GZ EJE CAFETERO,CIUDAD MILAGRO ARMEN,No Aplica,,-,Distrito Armenia
0847,04,,004,002,ANT-OCC-TOLIMA      ,DIRECCION ANTIOQUIA Y EJE, NUEVO QUINDIO       ,GZ EJE CAFETERO,ANSERMA             ,No Aplica,,-,-
0853,08,,008,003,CENTRAL             ,DIRECCION CENTRAL, VILLAVICENCIO       ,GZ META,CUMARAL             ,No Aplica,,-,Distrito Villavicencio 2
0863,06,,002,001,NORORIENTE          ,DIRECCION CARIBE, CESAR               ,GZ CESAR MAGDALENA Y GUAJIRA,CTR CIAL GUATAPURI  ,No Aplica,,-,Distrito Valledupar
0879,37,,002,004,DIR BANCA PREMIUM   ,DIRECCION BANCA PREMIUM, PREMIUM BTA 2    ,GZ PREMIUM BTA 3,PREMIUM CALLE 36    ,No Aplica,,,
0880,06,,003,002,NORORIENTE          ,DIRECCION CARIBE, CORDOBA-SUCRE       ,GZ CORDOBA Y SUCRE,MONTERIA NORTE      ,No Aplica,,-,Distrito Monteria
0885,08,,003,001,CENTRAL             ,DIRECCION CENTRAL, CUNDINAMARCA        ,GZ CUNDINAMARCA SUR,ANAPOIMA            ,No Aplica,,-,-
0896,37,,002,004,DIR BANCA PREMIUM   ,DIRECCION BANCA PREMIUM, PREMIUM BTA 2    ,GZ PREMIUM BTA 3,GERENTE PREMIUM 19  ,No Aplica,,,
0897,06,,003,002,NORORIENTE          ,DIRECCION CARIBE, CORDOBA-SUCRE       ,GZ CORDOBA Y SUCRE,OFICINA CAUCASIA    ,No Aplica,,-,-
0900,42,41,036,008,DIRECCION DISTRITOS ,DIRECCION ORIENTE, G.DISTRITO BMANGA 1 ,GZ BUCARAMANGA,CTR COMERC CACIQUE  ,No Aplica,,Gcia. Distrito B/manga 1,Distrito B/manga 2
0907,06,,001,003,NORORIENTE          ,DIRECCION CARIBE, BOLIVAR-SAN ANDRES  ,GZ DISTRITOS B/QUILLA C/GENA Y STA MTA,CTR CIAL CARIBE PLAZ,No Aplica,,-,Distrito Cartagena
0912,04,,005,002,ANT-OCC-TOLIMA      ,DIRECCION ANTIOQUIA Y EJE, RISARALDA-CALDAS    ,GZ EJE CAFETERO,CTRO CIAL PER PLAZA ,No Aplica,,-,Distrito Pereira
0914,04,,002,005,ANT-OCC-TOLIMA      ,DIRECCION ANTIOQUIA Y EJE, MUNICIPIOS ANTIOQUIA,GZ VALLE DE SAN NICOLAS Y CHOCO,MUNICIPIO GUARNE    ,No Aplica,,-,Distrito Valle de San Nicolas
0915,37,,002,004,DIR BANCA PREMIUM   ,DIRECCION BANCA PREMIUM, PREMIUM BTA 2    ,GZ PREMIUM BTA 3,GERENTE PREMIUM 20  ,No Aplica,,,
0924,37,,001,002,DIR BANCA PREMIUM   ,DIRECCION BANCA PREMIUM, PREMIUM BTA 1    ,GZ PREMIUM BTA 2,OF PREMIUM URBAN PLZ,No Aplica,,,
0949,09,,009,,DIRECCION GENERAL   ,DIRECCION ANTIOQUIA Y EJE, REGION ANTIOQUIA    ,9976-D.NAL.CAN.PERS ,DIR.REGION ANTIOQUIA,DIRECCION ANTIOQUIA Y EJE,,,
0958,09,,009,,DIRECCION GENERAL   ,DIRECCION ORIENTE, REGION COSTA        ,9976-D.NAL.CAN.PERS ,DIR REGION COSTA    ,DIRECCION ORIENTE,,,
0960,09,,009,,DIRECCION GENERAL   ,DIRECCION CENTRAL, REGION CENTRAL      ,9976-D.NAL.CAN.PERS ,DIR REGION CENTRAL  ,DIRECCION CENTRAL,,,
0961,09,,009,,DIRECCION GENERAL   ,DIRECCION CARIBE, REGION ORIENTE      ,9976-D.NAL.CAN.PERS ,DIR REGION ORIENTE  ,DIRECCION CARIBE,,,
0965,37,,005,,DIR BANCA PREMIUM   ,DIRECCION BANCA PREMIUM, PREMIUM ANTQ-OCCIDE ,GZ PREMIUM ANTQ-EJECAF,PREMIUM SAN FD PLAZA,No Aplica,,,
0967,37,,005,,DIR BANCA PREMIUM   ,DIRECCION BANCA PREMIUM, PREMIUM ANTQ-OCCIDE ,GZ PREMIUM ANTQ-EJECAF,GERENTE PREMIUM 6   ,No Aplica,,,
0968,37,,005,007,DIR BANCA PREMIUM   ,DIRECCION BANCA PREMIUM, PREMIUM ANTQ-OCCIDE ,GZ PREMIUM OCCIDENTE,PREMIUM CT.CIAL.CALI,No Aplica,,,
0969,37,,005,007,DIR BANCA PREMIUM   ,DIRECCION BANCA PREMIUM, PREMIUM ANTQ-OCCIDE ,GZ PREMIUM OCCIDENTE,GERENTE PREMIUM 7   ,No Aplica,,,
0971,37,,005,007,DIR BANCA PREMIUM   ,DIRECCION BANCA PREMIUM, PREMIUM ANTQ-OCCIDE ,GZ PREMIUM OCCIDENTE,GERENTE PREMIUM 8   ,No Aplica,,,
0972,37,,005,007,DIR BANCA PREMIUM   ,DIRECCION BANCA PREMIUM, PREMIUM ANTQ-OCCIDE ,GZ PREMIUM OCCIDENTE,GERENTE PREMIUM 9   ,No Aplica,,,
0973,37,,002,004,DIR BANCA PREMIUM   ,DIRECCION BANCA PREMIUM, PREMIUM BTA 2    ,GZ PREMIUM BTA 3,GCIA PREMIUM 26     ,No Aplica,,,
0975,37,,006,,DIR BANCA PREMIUM   ,DIRECCION BANCA PREMIUM, PREMIUM NORORIENTE  ,GZ PREMIUM NORORIENTE,CT.EMP.LAS AMERI.II ,No Aplica,,,
